Identities,,,,,,,,,,,,
TCP,EEBO,VID,STC,Status,Author,Date Assigned,Title,Terms,Pages,,,
A08240,99839901,4362,STC 18575; ESTC S104162,Free,"Nicolls, Philip.",1548,"The copie of a letter sente to one maister Chrispyne chanon of Exceter for that he denied ye scripture to be the touche stone or trial of al other doctrines whereunto is added an appologie and a bulworke, in defe[n]ce of the same letter.","Bible -- Evidences, quthority, etc. -- Early works to 1800.",96,,,
A08243,99847187,12210,STC 1858; ESTC S111927,Free,"Niclaes, Hendrik, 1502?-1580?",1575,"A benedicitie or blessinge to be saide ouer the table before meate, and a grace or thankesgeeuinge, to be saide after meate",Prayers -- Early works to 1800.,1,,,
A08244,99838896,3286,STC 18580; ESTC S103139,Free,,1633,"The nightingale whose curious notes are here explain'd, in a dainty ditty sweetly fain'd. To a new and much affected court tune.","Ballads, English -- 17th century.",2,,,
A08246,99854708,20145,STC 18582; ESTC S119501,Free,"Nixon, Anthony.",1606,The blacke yeare Seria iocis.,"James -- I, -- King of England, 1566-1625 -- Early works to 1800.",40,,,
A08247,99856031,21545,STC 18584; ESTC S120838,Free,"Nixon, Anthony.",1612,"The dignitie of man both in the perfections of his soule and bodie. Shewing as well the faculties in the disposition of the one: as the senses and organs, in the composition of the other. By A.N.",Human beings -- Early works to 1800.,170,,,
A08249,99848564,13666,STC 18586; ESTC S113328,Free,"Nixon, Anthony.",1603,Elizaes memoriall. King Iames his arriuall. And Romes downefall,"Elizabeth -- I, -- Queen of England, 1533-1603 -- Poetry -- Early works to 1800.; James -- I, -- King of England, 1566-1625 -- Poetry -- Early works to 1800.; Catholic Church -- Controversial literature -- Early works to 1800.",28,,,
A08250,99845774,10695,STC 18587; ESTC S110171,Free,"Nixon, Anthony.",1613,"Great Brittaines generall ioyes. Londons glorious triumphes Dedicated to the immortall memorie of the ioyfull mariage of the two famous and illustrious princes, Fredericke and Elizabeth. Celebrated the 14. of Februarie, being S. Valentines day. With the instalment of the sayd potent Prince Fredericke at Windsore, the 7. of Februarie aforesaid.","Elizabeth, -- Queen, consort of Frederick I, King of Bohemia, 1596-1662 -- Poetry -- Early works to 1800.; Frederick -- I, -- King of Bohemia, 1596-1632 -- Poetry -- Early works to 1800.",25,,,
A08252,99856921,22563,STC 18588; ESTC S121754,Free,"Nixon, Anthony.",1612,"Londons doue: or A memoriall of the life and death of Maister Robert Doue, citizen and marchant-taylor of London and of his seuerall almesdeeds and large bountie to the poore, in his life time. He departed this life, on Saterday the 2. day of this instant moneth of May, 1612.","Dove, Robert, d. 1612.; Philanthropists -- England -- London -- Early works to 1800.",34,,,
A08253,99856144,21670,STC 18589; ESTC S120953,Free,"Nixon, Anthony.",1605,"Oxfords triumph in the royall entertainement of his moste Excellent Maiestie, the Queene, and the Prince: the 27. of August last, 1605. With the Kings oration deliuered to the Vniuersitie, and the incorporating of diuers noble-men, Maisters of Arte.","James -- I, -- King of England, 1566-1625 -- Early works to 1800.; University of Oxford -- Early works to 1800.",46,,,
A08254,99846217,11168,STC 1859; ESTC S110729,Free,"Benedict, Saint, Abbot of Monte Cassino.; Fox, Richarde, b. ca. 1447.",1517,Here begynneth the rule of seynt Benet,Monasticism and religious orders -- Rules -- Early works to 1800.; Benedictine movement (Anglican Communion) -- Early works to 1800.,88,,,
A08255,99845772,10693,STC 18590; ESTC S110169,Free,"Nixon, Anthony.",1615,The scourge of corruption. Or A crafty knaue needs no broker. Written by Anthony Nixon,,42,,,
A08257,99845776,10697,STC 18591A; ESTC S110176,Free,"Nixon, Anthony.",1616,The foot-post of Douer With his packet stuft full of strange and merry petitions.; Straunge foot-post,,52,,,
A08258,99845777,10698,STC 18592; ESTC S110177,Free,"Nixon, Anthony.",1607,"The three English brothers Sir Thomas Sherley his trauels, vvith his three yeares imprisonment in Turkie: his inlargement by his Maiesties letters to the great Turke: and lastly, his safe returne into England this present yeare, 1607. Sir Anthony Sherley his embassage to the Christian princes. Master Robert Sherley his wars against the Turkes, with his marriage to the Emperour of Persia his neece.","Sherley, Thomas, -- Sir, 1564-1630? -- Early works to 1800.; Sherley, Anthony, -- Sir, 1565-1635? -- Early works to 1800.; Sherley, Robert, -- Sir, 1581?-1628 -- Early works to 1800.; Turkey -- Description and travel -- Early works to 1800.; Iran -- Description and travel -- Early works to 1800.",82,,,
A08260,99855200,20678,STC 18594; ESTC S119996,Free,"Nixon, Anthony.",1609,"The vvarres of Svvethland With the ground and originall of the said vvarres, begun and continued betwixt Sigismond King of Poland, and Duke Charles his vnkle, lately crowned King of Swethland. As also the state and condition of that kingdome, as it standeth to this day.","Swedish-Polish War, 1617-1629 -- Early works to 1800.; Poland -- History -- 17th century -- Early works to 1800.; Sweden -- History -- 17th century -- Early works to 1800.",56,,,
A08262,99848462,13557,STC 18597; ESTC S113225,Free,,1606,"No-body, and some-body· With the true chronicle historie of Elydure, who was fortunately three seuerall times crowned King of England. The true coppy thereof, as it hath beene acted by the Queens Maiesties Seruants.",,70,,,
A08263,25209309,27883,STC 18599.5; ESTC S2829,Free,,1622,"Factum, or rehearsall of the whole cause, with proofes and reasons to maintaine and defend it","Noel, William.; De Launay, Andrew.; Trials (Piracy) -- France.; Trials (Piracy) -- Great Britain.",12,,,
A08264,99856981,22638,STC 18599; ESTC S121819,Free,"Schan, Jörg.",1550,"The welspoken nobody God that is all good and almyghtye ...; Niemants hais ich, was jeder man tut, das zücht man mich. English",,1,,,
A08266,99837415,1734,STC 1860; ESTC S101606,Free,"Benedict, Saint, Abbot of Monte Cassino.; Gray, Alexia.; Brussels (Belgium). Our Blessed Lady the Perpetuall Virgin Mary (Abbey of Benedictine nuns)",1632,The rule of the most blissed Father Saint Benedict patriarke of all munkes; Regula. English,Benedictine movement (Anglican Communion) -- Rules.; Benedictine nuns -- Belgium -- Rules.; Monks -- Early works to 1800.,122,,,
A08267,99838316,2690,STC 18600; ESTC S102539,Free,"Noot, Jan van der, ca. 1538-ca. 1596.",1569,"The gouerance and preseruation of them that feare the plage. Set forth by John Vandernote, phisicion and surgion, admitted by the kynge his highenesse. Now newly set forth at the request of William Barnard of London Draper. 1569",Plague -- England -- London -- Early works to 1800.,39,,,
A08269,99845766,10687,STC 18602; ESTC S110162,Free,"Noot, Jan van der, ca. 1538-ca. 1596.; Spenser, Edmund, 1552?-1599.; Roest, Theodore.; Petrarca, Francesco, 1304-1374. Rime. English. Selections.; Du Bellay, Joachim, 1525 (ca.)-1560. Visions. English. Selections.",1569,"A theatre wherein be represented as wel the miseries & calamities that follow the voluptuous worldlings as also the greate ioyes and plesures which the faithfull do enioy. An argument both profitable and delectable, to all that sincerely loue the word of God. Deuised by S. Iohn van-der Noodt. Seene and allowed according to the order appointed.; Theatre oft Toon-neel. English",Conduct of life -- Early works to 1900.,282,,,
A08271,99841775,6381,STC 18604; ESTC S106050,Free,"Norden, John, 1548-1625?",1596,"A christian familiar comfort and incouragement vnto all English subiects, not to dismaie at the Spanish threats Whereunto is added an admonition to all English Papists, who openly or couertly couet a change. With requisite praiers to almightie God for the preseruation of our queene and countrie. By the most vnworthie I.N.; Christian familiar comfort and incouragement unto all English subjects, not to dismaie at the Spanish threats.","Catholic Church -- Controversial literature -- Early works to 1800.; Catholics -- England -- Early works to 1800.; Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",77,,,
A08273,99855037,20507,STC 18606; ESTC S119831,Free,"Norden, John, 1548-1625?",1619,"An eye to heauen in earth A necessarie watch for the time of death, consisting in meditations and prayers fit for that purpose. With the husbands christian counsell to his wife and children, left poore after his death.",Death -- Early works to 1800.,476,,,
A08274,99855039,20509,STC 18607; ESTC S119833,Free,"Norden, John, 1548-1625?",1625,"The fathers legacie VVith precepts morall, and prayers diuine: fitted for all sorts, both yong and old, times and seasons: morning, noone, and night.",Conduct of life -- Early works to 1800.,36,,,
A08275,99855040,20510,STC 18609; ESTC S119834,Free,"Norden, John, 1548-1625?",1632,"A good companion for a Christian directing him in the way to God, being meditiations and prayers for euery day in the weeke; and graces before and after meate.",Christian life -- Protestant authors -- Early works to 1800.,420,,,
A08277,99848560,13661,STC 18610; ESTC S113324,Free,"Norden, John, 1548-1625?",1624,"The imitation of Dauid his godly and constant resolution in bearing all his trialls, troubles and afflictions being a king whose example of faith, patience, hope, obedience and deliueries, thankfulnesse and prayer, is left euen for princes, potentates, and all true Christians to imitate. Collected by way of meditations and prayers out of the 27. Psalme. By I.N.",Bible. -- O.T. -- Psalms XXVII -- Meditations -- Early works to 1800.; Prayers -- Early works to 1800.,456,,,
A08278,99845778,10699,STC 18611; ESTC S110180,Free,"Norden, John, 1548-1625?",1614,The labyrinth of mans life. Or Vertues delight and enuies opposite. By Io: Norden,,96,,,
A08279,99836447,722,STC 18612; ESTC S100614,Free,"Norden, John, 1548-1625?",1614,"A load-starre to spirituall life. Or, a Christian familiar motiue to the most sweet and heauenly exercise of diuine prayer With prayers for morning and euening. Written to stir vp all men to watchfulnesse and reformation of their carnall and corrupt liues. By I. Norden.",Christian life -- Early works to 1800.; Prayers -- Early works to 1800.,324,,,
A08280,99855353,20840,STC 18613; ESTC S120153,Free,"Norden, John, 1548-1625?",1586,"A mirror for the multitude, or Glasse Wherein maie be seene, the violence, the error, the weaknesse, and rash consent, of the multitude, and the daungerous resolution of such, as without regard of the truth, endeaour to sinne and ioyne themselues with the multitude: with a necessary conclusion, that it is not the name, or title of a protestant, christian, or catholicke, but the true imitation of Christ, that maketh a Christian. By I.N.",Christian life -- Early works to 1800.,136,,,
A08281,99848558,13659,STC 18614; ESTC S113322,Free,"Norden, John, 1548-1625?",1597,"The mirror of honor wherein euerie professor of armes, from the generall, chieftaines and high commanders, to the priuate officer and inferiour souldier, may see the necessitie of the feare and seruice of God, and the vse of all diuine vertues, both in commanding and obeying, practising and proceeding in the most honorable affayres of warre. A treatise most necessarie ...",Soldiers -- Conduct of life -- Early works to 1800.; Christian life -- Early works to 1800.,104,,,
A08282,99855171,20646,STC 18615; ESTC S119966,Free,"Norden, John, 1548-1625?",1626,"A pathvvay to patience in all manner of crosses, tryals, troubles, and afflictions: inwardly for sinne, or outwardly by sicknesse, pouerty, enemies, imprisonment, banishment, slaunders, disobedience of children, houshold-crosses betweene man and wife, &c. With necessary prayers for euerie of them; as also for diuers other necessarie purposes. By I.N.",Patience -- Early works to 1800.; Prayer-books -- Early works to 1800.,476,,,
A08283,99856311,21846,STC 18616; ESTC S121124,Free,"Norden, John, 1548-1625?",1584,"A pensiue mans practise Very profitable for all personnes, wherein are conteyned verie deuout and necessary prayers for sundry godlie purposes. VVith requisite perswasions before euery prayer. VVritten by Iohn Norden.; Pensive mans practise. Part 1",Prayers -- Early works to 1800.,264,,,
A08298,99848554,13655,STC 18627; ESTC S113318,Free,"Norden, John, 1548-1625?",1603,"A pensiue soules delight The contents whereof, is shewen in these verses following. I. The pensiue soule recounteth in this place, Elizaes troubles, and Elizaes grace. 2. Here are expressed the stratagems of foes, Elizaes conquests, and their falls that rose. 3. Here is set forth Elizaes lenitie, and locust-Catholickes superbitie. By Iohn Norden.","Elizabeth -- I, -- Queen of England, 1533-1603 -- Poetry -- Early works to 1800.",48,,,
A08299,99855986,21499,STC 18628; ESTC S120793,Free,"Norden, John, 1548-1625?",1615,"A pensiue soules delight. Or, The deuout mans helpe. Consisting of motiues, meditations and prayers, for all persons and purposes, vpon what occasion so euer, either priuate or publike. By Iohn Norden","Elizabeth -- I, -- Queen of England, 1533-1603 -- Poetry -- Early works to 1800.",410,,,
A08300,99841709,6307,STC 18629; ESTC S105984,Free,"Norden, John, 1548-1625?",1620,"A poore mans rest founded vpon motiues, meditations, and prayers. Expressing to the inward man, true consolation. In all kindes and times of afflication. By Io. Norden.",Consolation -- Early works to 1800.,437,,,
A08303,99839155,3555,STC 18632; ESTC S103401,Free,"Norden, John, 1548-1625?",1599,"A prayer for the prosperous proceedings and good successe of the Earle of Essex and his companies, in their present expedition in Ireland against Tyrone and his adherents, rebels there. Fit to be vsed of all loyall subiects, as well in that countrie, as in England. / By Iohn Norden..","Tyrone's Rebellion, 1597-1603 -- Early works to 1800.; Ireland -- History, 1558-1603 -- Early works to 1800.",9,,,
A08304,99839283,3689,STC 18633; ESTC S103531,Free,"Norden, John, 1548-1625?",1596,A progresse of pietie. Or the harbour of heauenly harts ease to recreate the afflicted soules of all such as are shut vp in anye inward or outward affliction. By Iohn Norden.,Devotional literature -- Early works to 1800.; Prayers -- Early works to 1800.,218,,,
A08305,99845779,10700,STC 18634; ESTC S110181,Free,"Norden, John, 1548-1625?",1585,"A sinfull mans solace most sweete and comfortable, for the sicke and sorowful soule: contriued, into seuen seuerall daies conference, betweene Christ and a carelesse sinner. Wherin, euerie man, from the highest, to the lowest: from the richest, to the poorest: and aboue all, the sorowfull sinner: maye take such sweet repaste of resolution, to amendment of lyfe, and confirmation of fayth: that (in respect of the heauenlie solace, therin faithfully remembered:) all the pompes and pleasures of this wicked worlde, shall be plainely perceiued to be meere miserie. Writcen [sic], by Iohn Norden.",Christian life -- Early works to 1800.,334,,,
A08307,99848470,13565,STC 18637; ESTC S113233,Free,"Norden, John, 1548-1625?; Kip, William, engraver.",1598,1598 Speculi Britan[n]iæ pars the description of Hartfordshire by Iohn Norden.; Speculum Britanniae. Part 2,Hertfordshire (England) -- Description and travel -- Early works to 1800.,43,,,
A08308,23897517,26962,STC 18638.5; ESTC S5003,Free,"Norden, John, 1548-1625?",1594,Surrey Jo. Nordenus deliniauit 1594 ; Carolus Whitwell sculpsit.,Surrey (England) -- Maps -- To 1800.,1,,,
A08309,99848553,13654,STC 18638; ESTC S113317,Free,"Norden, John, 1548-1625?",1596,"Nordens preparatiue to his Speculum Britanniæ. Intended a reconciliation of sundrie propositions by diuers person tendred, concerning the same.","Norden, John, 1548-1625? -- Speculum Britanniae. -- Part 1 -- Early works to 1800.; Cartography -- Early works to 1800.",36,,,
A08310,99848550,13651,STC 18639; ESTC S113314,Free,"Norden, John, 1548-1625?",1607,"The surueyors dialogue Diuided into fiue bookes: very profitable for all men to peruse, that haue to do with the reuenues of land, or the manurance, vse, or occupation thereof, both lords and tenants: as also and especially for such as indeuor to be seene in the faculty of surueying of mannors, lands, tenements, &c. By I.N.",Surveying -- Early works to 1800.; Agriculture -- Early works to 1800.,260,,,
A08316,99848544,13645,STC 18642; ESTC S113308,Free,"Norden, John, 1548-1625?",1600,"Vicissitudo rerum An elegiacall poeme, of the interchangeable courses and varietie of things in this world. The first part.",,48,,,
A08324,99856984,22641,STC 18656; ESTC S121822,Free,"Norris, Ralph, fl. 1577.",1577,A warning to London by the fall of Antwerp to the tune of Rovv vvel ye mariners.,Antwerp (Belgium) -- History -- Early works to 1800.,1,,,
A08330,22454861,25547,STC 18661; ESTC S461,Free,"S. N. (Sylvester Norris), 1572-1630.; Walker, George, 1581?-1651.",1624,"A true report of the priuate colloquy betweene M. Smith, aliâs Norrice, and M. VValker held in the presence of two vvorthy knights, and of a few other gentlemen, some Catholikes, some Protestants : with a briefe confutation of the false, and adulterated summe, which M. Walker, pastour of S. Iohn Euangelist in Watling-streete, hath diuulged of the same.",Catholic Church -- Apologetic works.; Great Britain -- Church history -- 17th century.,65,,,
A08331,38160708,29302,STC 18662.5; ESTC S5132,Free,,1625,"The Northhampton-shire louer, or, A Pleasant dialogue between a Northampton-shire gentleman and a marchants daughter of London to the tune of Falero lero lo.","Ballads, English -- 17th century.; Broadsides -- London (England) -- 17th century.",2,,,
A08335,99856150,21676,STC 18663; ESTC S120959,Free,"Northbrooke, John.",1571,"Spiritus est vicarius Christi in terra. A breefe and pithie summe of the Christian faith made in fourme of a confession, vvith a confutation of the papistes obiections and argumentes in sundry pointes of religion, repugnaunt to the Christian faith: made by Iohn Northbrooke, minister and preacher of the worde of God. Seene and allowed, according to the order appointed in the Queenes iniunctions.; Breefe and pithie summe of the Christian faith",Catholic Church -- Controversial literature -- Early works to 1800.,342,,,
A08336,99843003,7706,STC 18664.5; ESTC S107301,Free,"Northbrooke, John.",1571,"Spiritus est vicarius Christi in terra. The poore mans garden, wherein are flowers of the scriptures, and doctours, very necessarie and profitable for the simple and ignoraunt people to reade: / truely collected and diligently gathered together, by Iohn Northbrooke, minister and preacher of the worde of God. Seene and allowed, according to the order appointed in the Queenes iniunctions..",Catholic Church -- Controversial literature -- Early works to 1800.,274,,,
A08344,99848594,13701,STC 18670; ESTC S113358,Free,"Northbrooke, John.",1577,"Spiritus est vicarius Christi in terra. A treatise wherein dicing, dauncing, vaine playes or enterluds with other idle pastimes [et]c. commonly vsed on the Sabboth day, are reproued by the authoritie of the word of God and auntient writers. Made dialoguewise by Iohn Northbrooke minister and preacher of the word of God; Treatise wherein dicing, dauncing, vaine plaies or enterludes with other idle pastimes, etc. commonly used on the Sabboth day, are reprooved, by the authoritie of the worde of God and auncient writers",Gambling -- Religious aspects -- Christianity -- Early works to 1800.; Dance -- Religious aspects -- Christianity -- Early works to 1800.; Theater -- Religious aspects -- Christianity -- Early works to 1800.,164,,,
A08346,99837824,2168,STC 18672; ESTC S102023,Free,,1640,"The paire of northerne turtles whose love was firme till cruell death, depriv'd them both of life and breath. To a new northerne tune, or, A health to Betty.; Northerne turtle.","Ballads, English -- 17th century.",2,,,
A08352,99856916,22558,STC 18678; ESTC S121749,Free,"Norton, Thomas, 1532-1584.",1570,"A bull graunted by the Pope to Doctor Harding & other by reconcilement and assoyling of English Papistes, to vndermyne faith and allegeance to the Quene. With a true declaration of the intention and frutes thereof, and a warning of perils therby imminent, not to be neglected.","Harding, Thomas, 1516-1572 -- Early works to 1800.; Catholic Church -- Controversial literature -- Early works to 1800.; Catholic Church -- England -- Early works to 1800.; Catholic Church. -- Pope (1566-1572 : Pius V) -- Early works to 1800.; Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",22,,,
A08353,99856918,22560,STC 18678A; ESTC S121751,Free,"Norton, Thomas, 1532-1584.",1570,"An addition declaratorie to the bulles, with a searching of the maze Scene [sic] and allowed.","Harding, Thomas, 1516-1572 -- Early works to 1800.; Catholic Church -- Controversial literature -- Early works to 1800.; Catholic Church -- England -- Early works to 1800.; Catholic Church. -- Pope (1566-1572 : Pius V) -- Early works to 1800.; Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",16,,,
A08355,99857059,22728,STC 18679; ESTC S121900,Free,"Norton, Thomas, 1532-1584.",1570,"A disclosing of the great bull and certain calues that he hath gotten, and specially the monster bull that roared at my Lord Byshops gate.","Catholic Church. -- Pope (1566-1572 : Pius V) -- Early works to 1800.; Bulls, Papal -- Early works to 1800.; Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",35,,,
A08357,99848595,13702,STC 18680; ESTC S113359,Free,"Norton, Thomas, 1532-1584.",1569,"To the Quenes Maiesties poore deceyued subiectes of the north countrey, drawen into rebellion by the Earles of Northumberland and Westmerland. Written by Thomas Norton. Seen and allowed according to the Quenes iniunctions",Great Britain -- History -- Rebellion of 1569 -- Early works to 1800.,60,,,
A08360,99846637,11621,STC 18684; ESTC S111262,Free,"Norton, Thomas, 1532-1584.; Dorset, Thomas Sackville, Earl of, 1536-1608. aut",1565,"The tragedie of Gorboduc, whereof three actes were wrytten by Thomas Nortone, and the two laste by Thomas Sackuyle. Sett forthe as the same was shewed before the Quenes most excellent Maiestie, in her highnes court of Whitehall, the. xviij. day of Ianuary, anno Domini. 1561. By the Gentlemen of thynner Temple in London; Gorboduc",,75,,,
A08361,99857150,22830,STC 18685; ESTC S121996,Free,"Norton, Thomas, 1532-1584.; Dorset, Thomas Sackville, Earl of, 1536-1608. aut",1560,"The tragidie of Ferrex and Porrex set forth without any addition or alteration but altogether as the same was shewed on stage before the Queenes Maiestie, about nine yeares past, vz. the xviij. day of Ianuarie. 1561. by the gentlemen of the Inner Temple. Seene and allowed. [et]c.; Gorboduc",,64,,,
A08363,99836677,961,STC 18689; ESTC S100850,Free,"Redman, William, d. 1602.",1595,"Orders for the redresse of abuse in diet, by her Maiesties expresse pleasure, and absolute commandement to be obserued in the time of this scarsitie and dearth, both by the ministers, and others of the laitie of the realme, within this dioces of Norwich.",Food law and legislation -- Great Britain -- Early works to 1800.; Norwich (England) -- History -- Early works to 1800.,1,,,
A08373,38160799,29335,STC 18699.7; ESTC S5165,Free,,1630,"The Two Nottinghamshire lovers, or, The Maid of Standon in Nottinghamshire, and the Leicestershire man ... to the tune of I feare I shall stay too long.","Ballads, English -- 17th century.; Broadsides -- London (England) -- 17th century.",2,,,
A08374,99855175,20650,STC 18699; ESTC S119971,Free,"M. P. (Martin Parker), d. 1656?, attributed name.",1633,"There's nothing to be had without money, or Hee that brings mony in his hand is sure to speed by sea or land but he that hath no coyne in's purse his fortune is a great deale worse, then happy are they that alwayes haue a penny in purse their credit to saue. To a new northerne tune, or the mother beguil'd the daughter.","Ballads, English -- 17th Century.",2,,,
A08375,99840106,4577,STC 187.5; ESTC S104368,Free,"Aesop.; Brinsley, John, fl. 1581-1624.",1617,"Esops eables [sic] translated grammatically, and also in propriety of our English phrase; and, euery way, in such sort as may bee most profitable for the grammar-schoole; Aesop's fables. English","Fables, Classical.",84,,,
A08393,99841364,5941,STC 18711; ESTC S105637,Free,"Church of England.; Nowell, Alexander, 1507?-1602.",1573,"Catechismus paruus pueris primùm Latinè qui ediscatur, proponendus in scholis.; Book of common prayer. Catechism. Latin","Church of England -- Catechisms -- Early works to 1800.; Catechisms, Latin -- Early works to 1800.",32,,,
A08425,99848620,13729,STC 18741; ESTC S113385,Free,"Nowell, Alexander, 1507?-1602.; Dorman, Thomas, d. 1577? Proufe of certeyne articles in religion, denied by M. Juell.",1565,"A reproufe, written by Alexander Nowell, of a booke entituled, A proufe of certayne articles in religion denied by M. Iuell, set furth by Thomas Dorman, Bachiler of Diuinitie: and imprinted at Antvverpe by Iohn Latius. Anno. 1564. Set foorth and allowed, according to the Queenes Maiesties iniunctions; Reproufe of a booke entituled, A proufe of certayne articles in religion denied by M. Juell","Dorman, Thomas, d. 1577? -- Proufe of certeyne articles in religion, denied by M. Juell -- Controversial literature -- Early works to 1800.; Church and state -- Early works to 1800.",268,,,
A08426,99848624,13733,STC 18744; ESTC S113389,Free,"Nowell, Alexander, 1507?-1602.; Day, William, 1529-1596. aut; Fielde, John, d. 1588.; Fulke, William, 1538-1589. aut; Goad, Roger, 1538-1610. aut; Campion, Edmund, Saint, 1540-1581. aut; Walker, John, d. 1588. aut; Charke, William, d. 1617. aut",1583,"A true report of the disputation or rather priuate conference had in the Tower of London, with Ed. Campion Iesuite, the last of August. 1581. Set downe by the reuerend learned men them selues that dealt therein. VVhereunto is ioyned also a true report of the other three dayes conferences had there with the same Iesuite. Which nowe are thought meete to be published in print by authoritie",Catholic Church -- Controversial literature -- Early works to 1800.,230,,,
A08428,99848632,13741,STC 18746; ESTC S113398,Free,"Numan, Philippe, d. 1617.; Chambers, Robert, 1571-1624?",1606,"Miracles lately vvrought by the intercession of the glorious Virgin Marie, at Mont-aigu, nere vnto Siché in Brabant Gathered out of the publik instruments, and informations taken thereof. By authoritie of the Lord Archbishop of Maclin. Translated out of the French copie into English by M. Robert Chambers priest, and confessor of the English religious dames in the citie of Bruxelles.; Histoire des miracles advenus a l'intercession de la glorieuse vierge Marie, au lieu dict Montaigu. English","Mary, -- Blessed Virgin, Saint -- Apparitions and miracles -- Belgium -- Brabant -- Early works to 1800.",398,,,
A08434,99845782,10703,STC 18755; ESTC S110186,Free,"Ogle, John, Sir, 1569-1640.",1594,"The lamentation of Troy, for the death of Hector Wherevnto is annexed an olde womans tale in hir solitarie cell.",,66,,,
A08438,99837419,1739,STC 1876; ESTC S101610,Free,"Benese, Richard, d. 1546.; Paynell, Thomas.",1565,"The boke of measurying of lande as well of woodland as plowland, & pasture in the feelde: & to compt the true nombre of acres of the same. Newly corrected, & compiled by Sir Richarde de Benese.; This boke sheweth the maner of measurynge of all maner of lande",Surveying -- Early works to 1800.; Carpentry -- Mathematics -- Early works to 1800.,108,,,
A08440,99845783,10704,STC 18761; ESTC S110187,Free,"Bonoeil, John.",1620,"Obseruations to be followed, for the making of fit roomes, to keepe silk-wormes in as also, for the best manner of planting of mulbery trees, to feed them. Published by authority for the benefit of the noble plantation in Virginia.","Sericulture -- Early works to 1800.; Mulberry -- Virginia -- Early works to 1800.; Virginia -- History -- Colonial period, ca. 1600-1775 -- Early works to 1800.",28,,,
A08444,99839906,4367,STC 18766; ESTC S104167,Free,"Ochino, Bernardino, 1487-1564.; Bacon, Anne Cooke, Lady, 1528?-1610.; Argentine, Richard, d. 1568.",1551,"Certayne sermons of the ryghte famous and excellente clerk master Barnardine Ochine, borne within the famous vniuersitie of Siena in Italy, now also an exyle in this lyfe, for the faithful testimony of Iesus Christe. Faythfully translated into Englyshe",Predestination -- Early works to 1800.; Sermons -- 16th century.,208,,,
A08448,99848647,13756,STC 18770; ESTC S113413,Free,"Ochino, Bernardino, 1487-1564.; Ponet, John, 1516?-1556.",1549,"A tragoedie or dialoge of the vniuste vsurped primacie of the Bishop of Rome, and of all the iust abolishyng of the same, made by master Barnardine Ochine an Italian, [and] translated out of Latine into Englishe by Master Iohn Ponet Doctor of Diuinitie, neuer printed before in any language",Papacy -- Controversial literature -- Early works to 1800.,218,,,
A08452,99845821,10745,STC 18777; ESTC S110231,Free,"Ocland, Christopher, d. 1590?; Ocland, Christopher, d. 1590? Eirēnarchia. English. aut; Sharrock, John.",1585,"The valiant actes and victorious battailes of the English nation: from the yeere of our Lord, one thousand three hundred twentie and seuen: being the first yeare of the raigne of the most mightie Prince Edvvard the third, to the yeere 1558. Also, of the peaceable and quiet state of England, vnder the blessed gouernement of the most excellent and vertuous Princesse Elizabeth: a compendious declaration written by C.O. And newly translated out of Latine verse into English meeter. By I.S.; Anglorum prælia, ab anno Domini. 1327. anno nimirùm primo inclytiss. principis Eduardi eius nominis tertii, usque ad annum Do. 1558. carmine summatim perstricta. English",Great Britain -- History -- Poetry -- Early works to 1800.,114,,,
A08453,99848603,13711,STC 18778; ESTC S113367,Free,"Ocland, Christopher, d. 1590?",1589,"The fountaine and vvelspring of all variance, sedition, and deadlie hate Wherein is declared at large, the opinion of the famous diuine Hiperius, and the consent of the doctors from S. Peter the Apostle his time, and the primitiue Church in order to this age: expresly set downe, that Rome in Italie is signified and noted by the name of Babylon, mentioned in the 14. 17. and 18. chapters of the Reuelation of S. Iohn.",Catholic Church -- Controversial literature -- Early works to 1800.,48,,,
A08455,99838901,3291,STC 18780; ESTC S103144,Free,"Odell, Thomas, Englishman.",1635,"A brief and short treatise, called the Christians pilgrimage to his fatherland Sheweth the troubles that he shall meete withall in passing this world as a wildernesse, to the heavenly Canaan, which is the true Christians fatherland. By Thomas Odell Englishman.",Christian life -- Early works to 1800.,19,,,
A08456,99845872,10801,STC 18781; ESTC S110308,Free,"Odell, Thomas, Englishman.",1635,"Isaacks pilgrimage A briefe and short treatise, of the strife that Isaack has with his heard-men, living in the land of the Philistines, with Abimeleck and his heard-men, shadowing out the strife which Christ our Lord had with his hearders, and with the Romayne philistims, which hath continued unto this day through now in a deepe consumption. Also a testimony from the prophets, Christ and his Apostles, of the abolishment of Antichrist, the man of sinne ... By Thomas Odell Englishman.",,17,,,
A08469,99842041,6664,STC 18795; ESTC S106323,Free,"Munday, Anthony, 1553-1633. aut; Drayton, Michael, 1563-1631. aut; Wilson, Robert, d. 1600. aut; Hathway, Richard, fl. 1598-1602. aut",1600,"The first part of the true and honorable historie, of the life of Sir Iohn Old-castle, the good Lord Cobham As it hath been lately acted by the right honorable the Earle of Notingham Lord high Admirall of England his seruants.; Sir John Oldcastle.","Oldcastle, John, -- Sir, d. 1417 -- Drama.",82,,,
